"FACEID","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","TITLEIMAGE","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","DELFLAG","VIDEOID","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","FRAMEINDEX","SCORE","RECT","ACTORID","SCORESUM"
13557846,,,,,,,,,"","",,,,84826,"","",,131600,"0.921344","456, 203, 196, 248",1937,""
13557847,,,,,,,,,"","",,,,84826,"","",,131610,"0.933248","453, 200, 197, 249",1937,""
13557848,,,,,,,,,"","",,,,84826,"","",,131620,"0.914779","445, 190, 207, 273",1937,""
13557849,,,,,,,,,"","",,,,84826,"","",,131630,"0.959943","379, 184, 187, 248",135576,""
13557850,,,,,,,,,"","",,,,84826,"","",,131640,"0.950545","364, 192, 191, 245",135576,""
13557851,,,,,,,,,"","",,,,84826,"","",,131650,"0.928538","372, 188, 190, 241",135576,""
13557852,,,,,,,,,"","",,,,84826,"","",,131660,"0.964589","382, 180, 187, 249",135576,""
13557853,,,,,,,,,"","",,,,84826,"","",,131670,"0.941891","381, 183, 189, 247",135576,""
13557854,,,,,,,,,"","",,,,84826,"","",,131680,"0.956975","367, 183, 188, 252",135576,""
13557855,,,,,,,,,"","",,,,84826,"","",,131690,"0.962884","384, 182, 186, 249",135576,""
13557856,,,,,,,,,"","",,,,84826,"","",,131700,"0.963458","389, 180, 187, 249",135576,""
13557857,,,,,,,,,"","",,,,84826,"","",,131710,"0.961257","373, 182, 193, 258",135576,""
13557858,,,,,,,,,"","",,,,84826,"","",,131720,"0.931571","377, 196, 191, 235",135576,""
13557859,,,,,,,,,"","",,,,84826,"","",,131730,"0.920352","359, 192, 187, 253",135576,""
13557860,,,,,,,,,"","",,,,84826,"","",,131760,"0.779012","474, 141, 287, 372",140714,""
13557861,,,,,,,,,"","",,,,84826,"","",,131770,"0.756654","470, 135, 294, 380",140714,""
13557862,,,,,,,,,"","",,,,84826,"","",,131800,"0.726185","698, 196, 173, 222",145515,""
13557863,,,,,,,,,"","",,,,84826,"","",,131810,"0.767208","708, 184, 184, 235",145515,""
13557864,,,,,,,,,"","",,,,84826,"","",,131820,"0.793909","713, 184, 177, 235",145515,""
13557865,,,,,,,,,"","",,,,84826,"","",,131830,"0.758317","641, 183, 188, 265",145515,""
13557866,,,,,,,,,"","",,,,84826,"","",,131840,"0.791960","668, 197, 185, 252",145515,""
13557867,,,,,,,,,"","",,,,84826,"","",,131850,"0.862568","441, 184, 202, 278",1937,""
13557868,,,,,,,,,"","",,,,84826,"","",,131860,"0.885457","441, 179, 201, 273",1937,""
13557869,,,,,,,,,"","",,,,84826,"","",,131870,"0.892601","446, 199, 193, 260",1937,""
13557870,,,,,,,,,"","",,,,84826,"","",,131880,"0.890978","553, 186, 170, 224",140714,""
13557871,,,,,,,,,"","",,,,84826,"","",,131890,"0.895238","548, 183, 175, 229",140714,""
13557872,,,,,,,,,"","",,,,84826,"","",,131900,"0.889439","552, 187, 167, 227",140714,""
13557873,,,,,,,,,"","",,,,84826,"","",,131910,"0.691506","546, 241, 172, 225",140714,""
13557874,,,,,,,,,"","",,,,84826,"","",,131920,"0.644711","701, 182, 172, 248",145515,""
13557875,,,,,,,,,"","",,,,84826,"","",,131930,"0.618906","695, 192, 168, 234",145515,""
13557876,,,,,,,,,"","",,,,84826,"","",,131940,"0.658349","691, 191, 174, 241",145515,""
13557877,,,,,,,,,"","",,,,84826,"","",,131950,"0.623022","697, 200, 164, 227",145515,""
13557878,,,,,,,,,"","",,,,84826,"","",,131960,"0.670709","683, 194, 180, 244",145515,""
13557879,,,,,,,,,"","",,,,84826,"","",,132020,"0.883018","419, 212, 106, 139",135576,""
13557880,,,,,,,,,"","",,,,84826,"","",,132020,"0.588313","780, 142, 223, 309",140714,""
13557881,,,,,,,,,"","",,,,84826,"","",,132030,"0.885308","428, 210, 104, 138",135576,""
13557882,,,,,,,,,"","",,,,84826,"","",,132030,"0.620875","781, 143, 221, 309",140714,""
13557883,,,,,,,,,"","",,,,84826,"","",,132040,"0.878810","423, 207, 105, 140",135576,""
13557884,,,,,,,,,"","",,,,84826,"","",,132040,"0.632425","780, 145, 221, 308",140714,""
13557885,,,,,,,,,"","",,,,84826,"","",,132050,"0.850772","376, 202, 111, 143",135576,""
13557886,,,,,,,,,"","",,,,84826,"","",,132050,"0.601768","778, 143, 223, 310",140714,""
13557887,,,,,,,,,"","",,,,84826,"","",,132060,"0.659986","290, 240, 107, 133",135576,""
13557888,,,,,,,,,"","",,,,84826,"","",,132060,"0.619725","781, 143, 223, 309",140714,""
13557889,,,,,,,,,"","",,,,84826,"","",,132080,"0.510203","622, 202, 190, 242",3022,""
13557890,,,,,,,,,"","",,,,84826,"","",,132200,"0.618476","918, 71, 194, 238",140714,""
13557891,,,,,,,,,"","",,,,84826,"","",,132210,"0.604487","926, 73, 180, 222",140714,""
13557892,,,,,,,,,"","",,,,84826,"","",,132220,"0.578941","916, 67, 197, 246",140714,""
13557893,,,,,,,,,"","",,,,84826,"","",,132230,"0.570879","910, 70, 196, 243",140714,""
13557894,,,,,,,,,"","",,,,84826,"","",,132240,"0.604438","906, 73, 188, 235",140714,""
13557895,,,,,,,,,"","",,,,84826,"","",,132250,"0.613585","909, 74, 188, 244",140714,""
13557896,,,,,,,,,"","",,,,84826,"","",,132250,"0.782852","88, 184, 127, 163",1937,""
13552914,,,,,,,,,"","",,,,84826,"","",,21620,"0.635557","737, 160, 163, 213",140714,""
13552915,,,,,,,,,"","",,,,84826,"","",,21630,"0.650164","752, 166, 174, 234",140714,""
13552916,,,,,,,,,"","",,,,84826,"","",,21640,"0.670701","732, 155, 190, 256",140714,""
13552917,,,,,,,,,"","",,,,84826,"","",,21670,"0.668725","690, 151, 227, 308",140714,""
13552918,,,,,,,,,"","",,,,84826,"","",,21790,"0.577771","272, 214, 44, 72",90107,""
13552919,,,,,,,,,"","",,,,84826,"","",,21830,"0.501057","273, 205, 47, 86",90107,""
13552920,,,,,,,,,"","",,,,84826,"","",,22190,"0.783073","332, 309, 192, 240",4569,""
13552921,,,,,,,,,"","",,,,84826,"","",,22200,"0.844129","341, 281, 199, 248",4569,""
13552922,,,,,,,,,"","",,,,84826,"","",,22210,"0.868095","347, 268, 195, 252",4569,""
13552923,,,,,,,,,"","",,,,84826,"","",,22220,"0.895287","330, 217, 200, 272",4569,""
13552924,,,,,,,,,"","",,,,84826,"","",,22230,"0.874658","317, 208, 206, 274",4569,""
13552925,,,,,,,,,"","",,,,84826,"","",,22240,"0.864427","272, 219, 218, 288",4569,""
13552926,,,,,,,,,"","",,,,84826,"","",,22330,"0.520241","509, 161, 208, 262",90107,""
13552927,,,,,,,,,"","",,,,84826,"","",,22870,"0.523459","542, 205, 46, 54",1937,""
13552928,,,,,,,,,"","",,,,84826,"","",,23440,"0.948201","439, 155, 274, 365",90107,""
13552929,,,,,,,,,"","",,,,84826,"","",,23450,"0.956457","475, 147, 266, 341",90107,""
13552930,,,,,,,,,"","",,,,84826,"","",,23460,"0.954520","449, 157, 263, 337",90107,""
13552931,,,,,,,,,"","",,,,84826,"","",,23470,"0.952617","402, 151, 266, 354",90107,""
13552932,,,,,,,,,"","",,,,84826,"","",,23480,"0.911607","349, 188, 268, 350",90107,""
13552933,,,,,,,,,"","",,,,84826,"","",,23900,"0.759643","308, 180, 212, 279",4569,""
13552934,,,,,,,,,"","",,,,84826,"","",,23980,"0.964472","381, 212, 160, 202",4569,""
13552935,,,,,,,,,"","",,,,84826,"","",,23990,"0.969019","379, 209, 165, 208",4569,""
13552936,,,,,,,,,"","",,,,84826,"","",,24000,"0.968137","375, 209, 169, 212",4569,""
13552937,,,,,,,,,"","",,,,84826,"","",,24010,"0.973062","372, 208, 171, 216",4569,""
13552938,,,,,,,,,"","",,,,84826,"","",,24020,"0.976779","376, 210, 164, 206",4569,""
13552939,,,,,,,,,"","",,,,84826,"","",,24030,"0.970918","371, 208, 168, 211",4569,""
13552940,,,,,,,,,"","",,,,84826,"","",,24040,"0.974169","375, 209, 166, 210",4569,""
13552941,,,,,,,,,"","",,,,84826,"","",,24150,"0.809154","577, 162, 141, 196",160006,""
13552942,,,,,,,,,"","",,,,84826,"","",,24160,"0.805969","629, 145, 138, 187",160006,""
13552943,,,,,,,,,"","",,,,84826,"","",,25270,"0.898495","548, 193, 197, 252",4569,""
13552944,,,,,,,,,"","",,,,84826,"","",,25280,"0.919220","528, 183, 210, 266",4569,""
13552945,,,,,,,,,"","",,,,84826,"","",,25290,"0.932004","525, 184, 225, 288",4569,""
13552946,,,,,,,,,"","",,,,84826,"","",,25300,"0.908007","517, 190, 221, 290",4569,""
13552947,,,,,,,,,"","",,,,84826,"","",,25310,"0.876413","531, 196, 215, 280",4569,""
13552948,,,,,,,,,"","",,,,84826,"","",,25320,"0.906974","404, 166, 134, 176",90107,""
13552949,,,,,,,,,"","",,,,84826,"","",,25330,"0.912970","407, 165, 135, 180",90107,""
13552950,,,,,,,,,"","",,,,84826,"","",,25340,"0.962755","437, 167, 140, 171",90107,""
13552951,,,,,,,,,"","",,,,84826,"","",,25350,"0.964120","441, 165, 141, 174",90107,""
13552952,,,,,,,,,"","",,,,84826,"","",,25360,"0.957800","443, 165, 143, 180",90107,""
13552953,,,,,,,,,"","",,,,84826,"","",,25370,"0.962007","443, 167, 144, 181",90107,""
13552954,,,,,,,,,"","",,,,84826,"","",,25380,"0.794716","520, 154, 245, 339",4569,""
13552955,,,,,,,,,"","",,,,84826,"","",,25390,"0.775797","524, 178, 234, 313",4569,""
13552956,,,,,,,,,"","",,,,84826,"","",,25410,"0.793755","527, 173, 239, 315",4569,""
13552957,,,,,,,,,"","",,,,84826,"","",,25420,"0.825543","524, 165, 244, 323",4569,""
13552958,,,,,,,,,"","",,,,84826,"","",,25430,"0.794433","530, 170, 246, 317",4569,""
13552959,,,,,,,,,"","",,,,84826,"","",,25440,"0.788990","528, 159, 244, 324",4569,""
13552960,,,,,,,,,"","",,,,84826,"","",,25840,"0.941203","431, 180, 246, 331",4569,""
13552961,,,,,,,,,"","",,,,84826,"","",,25850,"0.942546","423, 185, 244, 303",4569,""
13552962,,,,,,,,,"","",,,,84826,"","",,25860,"0.949676","429, 183, 239, 325",4569,""
13552963,,,,,,,,,"","",,,,84826,"","",,25870,"0.928063","425, 188, 243, 316",4569,""
13552964,,,,,,,,,"","",,,,84826,"","",,25880,"0.854196","418, 212, 236, 297",4569,""
13552965,,,,,,,,,"","",,,,84826,"","",,25890,"0.877273","419, 211, 235, 320",4569,""
13552966,,,,,,,,,"","",,,,84826,"","",,25900,"0.945779","535, 185, 111, 151",90107,""
13552967,,,,,,,,,"","",,,,84826,"","",,25910,"0.936418","529, 183, 116, 159",90107,""
13552968,,,,,,,,,"","",,,,84826,"","",,25920,"0.946286","529, 175, 115, 161",90107,""
13552969,,,,,,,,,"","",,,,84826,"","",,25930,"0.944672","523, 175, 110, 151",90107,""
13552970,,,,,,,,,"","",,,,84826,"","",,25940,"0.953375","525, 171, 105, 146",90107,""
13552971,,,,,,,,,"","",,,,84826,"","",,25950,"0.946920","522, 170, 106, 152",90107,""
13552972,,,,,,,,,"","",,,,84826,"","",,25960,"0.936662","522, 166, 112, 164",90107,""
13552973,,,,,,,,,"","",,,,84826,"","",,25970,"0.938730","522, 170, 106, 151",90107,""
13552974,,,,,,,,,"","",,,,84826,"","",,26050,"0.609691","612, 224, 39, 50",4569,""
13552975,,,,,,,,,"","",,,,84826,"","",,26100,"0.518480","269, 215, 43, 73",90107,""
13552976,,,,,,,,,"","",,,,84826,"","",,26130,"0.512683","240, 214, 46, 83",90107,""
13552977,,,,,,,,,"","",,,,84826,"","",,26140,"0.558548","226, 219, 43, 70",90107,""
13552978,,,,,,,,,"","",,,,84826,"","",,26150,"0.571301","217, 216, 45, 77",90107,""
13552979,,,,,,,,,"","",,,,84826,"","",,26430,"0.722197","660, 193, 101, 138",135576,""
13552980,,,,,,,,,"","",,,,84826,"","",,26440,"0.677599","660, 192, 94, 129",135576,""
13552981,,,,,,,,,"","",,,,84826,"","",,26460,"0.697428","669, 190, 102, 138",135576,""
13552982,,,,,,,,,"","",,,,84826,"","",,26470,"0.714546","669, 186, 107, 143",135576,""
13552983,,,,,,,,,"","",,,,84826,"","",,26480,"0.703798","672, 187, 104, 138",135576,""
13552984,,,,,,,,,"","",,,,84826,"","",,26490,"0.726630","673, 179, 108, 150",135576,""
13552985,,,,,,,,,"","",,,,84826,"","",,26500,"0.734289","680, 182, 106, 148",135576,""
13552986,,,,,,,,,"","",,,,84826,"","",,26510,"0.743083","683, 177, 106, 152",135576,""
13552987,,,,,,,,,"","",,,,84826,"","",,26530,"0.719522","683, 172, 111, 155",135576,""
13552988,,,,,,,,,"","",,,,84826,"","",,26540,"0.731930","693, 174, 106, 149",135576,""
13552989,,,,,,,,,"","",,,,84826,"","",,26550,"0.727435","689, 172, 116, 159",135576,""
13552990,,,,,,,,,"","",,,,84826,"","",,26670,"0.676657","472, 212, 96, 112",135576,""
13552991,,,,,,,,,"","",,,,84826,"","",,26680,"0.648592","549, 213, 75, 91",135576,""
13552992,,,,,,,,,"","",,,,84826,"","",,26690,"0.724901","625, 188, 88, 106",135576,""
13552993,,,,,,,,,"","",,,,84826,"","",,26700,"0.752956","601, 186, 81, 98",135576,""
13552994,,,,,,,,,"","",,,,84826,"","",,26710,"0.618106","578, 556, 72, 98",160006,""
13552995,,,,,,,,,"","",,,,84826,"","",,26720,"0.653997","579, 546, 72, 91",160006,""
13552996,,,,,,,,,"","",,,,84826,"","",,26730,"0.693720","578, 524, 70, 93",160006,""
13552997,,,,,,,,,"","",,,,84826,"","",,26740,"0.745497","576, 500, 73, 98",160006,""
13552998,,,,,,,,,"","",,,,84826,"","",,26750,"0.699489","576, 480, 71, 93",160006,""
13552999,,,,,,,,,"","",,,,84826,"","",,26760,"0.752638","575, 458, 70, 92",160006,""
13553000,,,,,,,,,"","",,,,84826,"","",,26770,"0.773174","571, 435, 75, 97",160006,""
13553001,,,,,,,,,"","",,,,84826,"","",,26780,"0.719203","569, 417, 72, 97",160006,""
13553002,,,,,,,,,"","",,,,84826,"","",,26790,"0.754681","569, 393, 73, 99",160006,""
13553003,,,,,,,,,"","",,,,84826,"","",,26800,"0.757212","568, 378, 75, 99",160006,""
13553004,,,,,,,,,"","",,,,84826,"","",,26810,"0.766044","567, 371, 77, 98",160006,""
13553005,,,,,,,,,"","",,,,84826,"","",,26820,"0.877353","382, 179, 201, 237",135576,""
13553006,,,,,,,,,"","",,,,84826,"","",,26830,"0.903574","390, 174, 200, 242",135576,""
13553007,,,,,,,,,"","",,,,84826,"","",,26840,"0.901211","400, 177, 198, 242",135576,""
13553008,,,,,,,,,"","",,,,84826,"","",,26850,"0.902454","394, 190, 198, 235",135576,""
13553009,,,,,,,,,"","",,,,84826,"","",,26860,"0.894826","385, 199, 190, 228",135576,""
13553010,,,,,,,,,"","",,,,84826,"","",,26870,"0.903101","510, 197, 197, 249",160006,""
13553011,,,,,,,,,"","",,,,84826,"","",,26880,"0.958904","512, 197, 192, 242",160006,""
13553012,,,,,,,,,"","",,,,84826,"","",,26890,"0.959079","509, 158, 204, 283",160006,""
13553013,,,,,,,,,"","",,,,84826,"","",,26900,"0.827543","515, 193, 189, 242",160006,""
13553014,,,,,,,,,"","",,,,84826,"","",,26910,"0.960835","504, 180, 196, 265",160006,""
13553015,,,,,,,,,"","",,,,84826,"","",,26920,"0.962811","504, 168, 197, 270",160006,""
13553016,,,,,,,,,"","",,,,84826,"","",,26930,"0.965971","504, 172, 204, 265",160006,""
13553017,,,,,,,,,"","",,,,84826,"","",,26940,"0.908214","399, 173, 211, 250",135576,""
13553018,,,,,,,,,"","",,,,84826,"","",,26950,"0.929557","399, 169, 214, 253",135576,""
13555194,,,,,,,,,"","",,,,84826,"","",,69750,"0.980620","226, 151, 322, 420",2735,""
13555195,,,,,,,,,"","",,,,84826,"","",,69760,"0.974373","229, 147, 319, 420",2735,""
13555196,,,,,,,,,"","",,,,84826,"","",,69770,"0.968055","227, 147, 323, 425",2735,""
13555197,,,,,,,,,"","",,,,84826,"","",,69780,"0.970752","232, 152, 326, 423",2735,""
13555198,,,,,,,,,"","",,,,84826,"","",,69790,"0.960353","268, 162, 314, 412",2735,""
13555199,,,,,,,,,"","",,,,84826,"","",,69800,"0.721676","444, 154, 227, 317",145515,""
13555200,,,,,,,,,"","",,,,84826,"","",,69810,"0.711708","461, 204, 194, 280",145515,""
13555201,,,,,,,,,"","",,,,84826,"","",,69820,"0.875588","492, 211, 217, 278",145515,""
13555202,,,,,,,,,"","",,,,84826,"","",,69830,"0.888554","516, 230, 216, 280",145515,""
13555203,,,,,,,,,"","",,,,84826,"","",,69840,"0.892698","482, 238, 221, 291",145515,""
13555204,,,,,,,,,"","",,,,84826,"","",,69850,"0.868458","476, 239, 222, 283",145515,""
13555205,,,,,,,,,"","",,,,84826,"","",,69940,"0.652710","488, 235, 235, 335",145515,""
13555206,,,,,,,,,"","",,,,84826,"","",,69950,"0.687708","489, 211, 268, 353",145515,""
13555207,,,,,,,,,"","",,,,84826,"","",,69960,"0.645727","478, 236, 249, 334",145515,""
13555208,,,,,,,,,"","",,,,84826,"","",,69970,"0.674297","495, 221, 257, 349",145515,""
13555209,,,,,,,,,"","",,,,84826,"","",,70020,"0.725170","499, 216, 212, 310",145515,""
13555210,,,,,,,,,"","",,,,84826,"","",,70030,"0.674329","497, 215, 257, 336",145515,""
13555211,,,,,,,,,"","",,,,84826,"","",,70060,"0.796274","509, 201, 250, 343",145515,""
13555212,,,,,,,,,"","",,,,84826,"","",,71120,"0.869822","585, 127, 271, 349",135576,""
13555213,,,,,,,,,"","",,,,84826,"","",,71130,"0.722685","610, 92, 254, 312",135576,""
13555214,,,,,,,,,"","",,,,84826,"","",,71140,"0.890135","561, 162, 280, 352",135576,""
13555215,,,,,,,,,"","",,,,84826,"","",,71150,"0.908772","576, 147, 278, 354",135576,""
13555216,,,,,,,,,"","",,,,84826,"","",,71160,"0.886288","605, 124, 275, 353",135576,""
13555217,,,,,,,,,"","",,,,84826,"","",,71170,"0.848339","615, 117, 264, 351",135576,""
13555218,,,,,,,,,"","",,,,84826,"","",,71180,"0.860131","646, 113, 249, 348",135576,""
13555219,,,,,,,,,"","",,,,84826,"","",,71190,"0.894537","661, 128, 281, 369",135576,""
13555220,,,,,,,,,"","",,,,84826,"","",,71200,"0.897665","661, 110, 311, 416",135576,""
13555221,,,,,,,,,"","",,,,84826,"","",,71210,"0.884295","644, 148, 277, 381",135576,""
13555222,,,,,,,,,"","",,,,84826,"","",,71350,"0.850107","704, 127, 280, 369",135576,""
13555223,,,,,,,,,"","",,,,84826,"","",,72320,"0.662746","480, 360, 69, 84",1937,""
13555224,,,,,,,,,"","",,,,84826,"","",,72330,"0.568288","559, 264, 73, 87",1937,""
13555225,,,,,,,,,"","",,,,84826,"","",,72350,"0.745654","660, 287, 89, 108",1937,""
13555226,,,,,,,,,"","",,,,84826,"","",,72360,"0.786165","645, 255, 86, 115",1937,""
13555227,,,,,,,,,"","",,,,84826,"","",,72390,"0.708259","428, 450, 87, 115",145515,""
13555228,,,,,,,,,"","",,,,84826,"","",,72430,"0.797858","358, 215, 198, 245",4569,""
13555229,,,,,,,,,"","",,,,84826,"","",,72820,"0.905280","287, 176, 133, 178",140714,""
13555230,,,,,,,,,"","",,,,84826,"","",,72830,"0.884131","285, 222, 142, 186",140714,""
13555231,,,,,,,,,"","",,,,84826,"","",,72840,"0.800230","242, 234, 145, 191",140714,""
13555232,,,,,,,,,"","",,,,84826,"","",,72850,"0.736711","253, 195, 151, 200",140714,""
13555233,,,,,,,,,"","",,,,84826,"","",,72860,"0.595588","410, 209, 145, 194",140714,""
13555234,,,,,,,,,"","",,,,84826,"","",,72900,"0.828103","390, 244, 156, 221",140714,""
13555235,,,,,,,,,"","",,,,84826,"","",,72900,"0.518254","532, 172, 252, 329",135576,""
13555236,,,,,,,,,"","",,,,84826,"","",,72910,"0.910408","378, 178, 162, 222",140714,""
13555237,,,,,,,,,"","",,,,84826,"","",,72920,"0.917108","477, 203, 173, 221",140714,""
13555238,,,,,,,,,"","",,,,84826,"","",,72920,"0.517440","677, 184, 223, 286",135576,""
13555239,,,,,,,,,"","",,,,84826,"","",,72930,"0.888619","512, 210, 176, 235",140714,""
13555240,,,,,,,,,"","",,,,84826,"","",,72930,"0.501840","712, 157, 216, 277",135576,""
13555241,,,,,,,,,"","",,,,84826,"","",,72940,"0.881017","459, 202, 185, 256",140714,""
13555242,,,,,,,,,"","",,,,84826,"","",,72950,"0.671776","229, 167, 224, 304",140714,""
13555243,,,,,,,,,"","",,,,84826,"","",,72960,"0.675393","291, 145, 206, 307",140714,""
13555244,,,,,,,,,"","",,,,84826,"","",,72970,"0.657359","285, 167, 212, 294",140714,""
13555245,,,,,,,,,"","",,,,84826,"","",,72980,"0.500035","736, 239, 156, 210",135576,""
13555246,,,,,,,,,"","",,,,84826,"","",,72980,"0.555958","337, 146, 199, 280",140714,""
13555247,,,,,,,,,"","",,,,84826,"","",,72990,"0.618826","407, 136, 200, 275",140714,""
13555248,,,,,,,,,"","",,,,84826,"","",,73000,"0.906162","343, 235, 138, 187",140714,""
13555249,,,,,,,,,"","",,,,84826,"","",,73010,"0.692710","411, 247, 129, 180",140714,""
13555250,,,,,,,,,"","",,,,84826,"","",,73020,"0.844158","417, 247, 136, 185",140714,""
13555251,,,,,,,,,"","",,,,84826,"","",,73030,"0.862253","380, 268, 130, 189",140714,""
13555252,,,,,,,,,"","",,,,84826,"","",,73040,"0.892565","387, 246, 125, 174",140714,""
13555253,,,,,,,,,"","",,,,84826,"","",,73050,"0.916343","431, 229, 133, 189",140714,""
13555254,,,,,,,,,"","",,,,84826,"","",,73060,"0.867108","472, 254, 129, 184",140714,""
13555255,,,,,,,,,"","",,,,84826,"","",,73060,"0.578916","813, 238, 149, 211",135576,""
13555256,,,,,,,,,"","",,,,84826,"","",,73070,"0.528310","830, 216, 148, 209",135576,""
13555257,,,,,,,,,"","",,,,84826,"","",,73070,"0.772490","500, 238, 128, 191",140714,""
13555258,,,,,,,,,"","",,,,84826,"","",,73240,"0.703424","408, 187, 178, 256",140714,""
13555259,,,,,,,,,"","",,,,84826,"","",,73250,"0.718606","445, 169, 182, 252",140714,""
13555260,,,,,,,,,"","",,,,84826,"","",,73260,"0.577868","474, 180, 173, 248",140714,""
13555261,,,,,,,,,"","",,,,84826,"","",,73270,"0.533554","410, 116, 185, 256",140714,""
13555262,,,,,,,,,"","",,,,84826,"","",,73280,"0.649624","390, 123, 188, 268",140714,""
13555263,,,,,,,,,"","",,,,84826,"","",,73290,"0.683711","384, 131, 200, 276",140714,""
13555264,,,,,,,,,"","",,,,84826,"","",,73300,"0.658764","353, 86, 209, 295",140714,""
13555265,,,,,,,,,"","",,,,84826,"","",,73310,"0.702096","306, 130, 204, 284",140714,""
13555266,,,,,,,,,"","",,,,84826,"","",,73370,"0.520457","906, 220, 213, 287",135576,""
13555267,,,,,,,,,"","",,,,84826,"","",,73420,"0.576206","434, 178, 186, 257",140714,""
13555268,,,,,,,,,"","",,,,84826,"","",,73440,"0.689765","476, 156, 176, 253",140714,""
13555269,,,,,,,,,"","",,,,84826,"","",,73450,"0.529981","300, 200, 129, 197",140714,""
13555270,,,,,,,,,"","",,,,84826,"","",,73460,"0.584946","343, 198, 129, 207",140714,""
13555271,,,,,,,,,"","",,,,84826,"","",,73470,"0.525691","330, 184, 140, 218",140714,""
13555272,,,,,,,,,"","",,,,84826,"","",,73490,"0.530011","222, 168, 149, 235",140714,""
13555273,,,,,,,,,"","",,,,84826,"","",,73500,"0.571099","261, 153, 154, 239",140714,""
13555274,,,,,,,,,"","",,,,84826,"","",,73510,"0.614908","284, 165, 149, 242",140714,""
13555275,,,,,,,,,"","",,,,84826,"","",,73520,"0.596760","220, 149, 169, 247",140714,""
13555276,,,,,,,,,"","",,,,84826,"","",,73530,"0.514568","232, 156, 166, 247",140714,""
13555277,,,,,,,,,"","",,,,84826,"","",,73570,"0.514295","190, 99, 196, 286",140714,""
13555278,,,,,,,,,"","",,,,84826,"","",,73580,"0.593927","200, 89, 208, 303",140714,""
13555279,,,,,,,,,"","",,,,84826,"","",,73850,"0.548430","360, 140, 120, 160",140714,""
13555280,,,,,,,,,"","",,,,84826,"","",,73920,"0.568926","342, 198, 78, 101",140714,""
13555281,,,,,,,,,"","",,,,84826,"","",,74020,"0.529327","761, 242, 98, 139",90107,""
13555282,,,,,,,,,"","",,,,84826,"","",,74210,"0.548195","586, 177, 222, 267",140714,""
13555283,,,,,,,,,"","",,,,84826,"","",,74220,"0.537881","589, 182, 216, 260",140714,""
13555284,,,,,,,,,"","",,,,84826,"","",,74260,"0.691638","711, 197, 70, 86",135576,""
13555285,,,,,,,,,"","",,,,84826,"","",,74290,"0.649165","692, 189, 69, 81",135576,""
13555286,,,,,,,,,"","",,,,84826,"","",,74300,"0.784691","742, 194, 78, 104",135576,""
13555287,,,,,,,,,"","",,,,84826,"","",,74310,"0.764840","726, 201, 79, 97",135576,""
13555288,,,,,,,,,"","",,,,84826,"","",,74320,"0.785988","379, 329, 45, 61",1937,""
13555289,,,,,,,,,"","",,,,84826,"","",,74470,"0.633862","569, 179, 221, 277",140714,""
13555290,,,,,,,,,"","",,,,84826,"","",,74480,"0.594085","569, 188, 214, 262",140714,""
13555291,,,,,,,,,"","",,,,84826,"","",,74490,"0.631896","569, 176, 219, 274",140714,""
13555292,,,,,,,,,"","",,,,84826,"","",,74500,"0.545291","561, 182, 206, 253",140714,""
13555293,,,,,,,,,"","",,,,84826,"","",,74590,"0.701076","575, 135, 163, 214",145515,""
13555294,,,,,,,,,"","",,,,84826,"","",,74600,"0.725458","561, 143, 171, 240",145515,""
13555295,,,,,,,,,"","",,,,84826,"","",,74610,"0.729481","556, 150, 164, 226",145515,""
13555296,,,,,,,,,"","",,,,84826,"","",,74620,"0.745035","562, 169, 157, 212",145515,""
13555297,,,,,,,,,"","",,,,84826,"","",,74630,"0.770312","571, 151, 166, 231",145515,""
13557897,,,,,,,,,"","",,,,84826,"","",,132260,"0.860335","177, 127, 172, 231",1937,""
13557898,,,,,,,,,"","",,,,84826,"","",,132260,"0.607512","904, 91, 187, 248",140714,""
13557899,,,,,,,,,"","",,,,84826,"","",,132270,"0.619519","872, 107, 179, 240",140714,""
13557900,,,,,,,,,"","",,,,84826,"","",,132280,"0.653921","806, 118, 186, 250",140714,""
13557901,,,,,,,,,"","",,,,84826,"","",,132290,"0.696903","734, 95, 232, 300",140714,""
13557902,,,,,,,,,"","",,,,84826,"","",,132300,"0.633810","501, -4, 388, 467",140714,""
13557903,,,,,,,,,"","",,,,84826,"","",,132650,"0.838648","292, 208, 134, 171",135576,""
13557904,,,,,,,,,"","",,,,84826,"","",,132650,"0.869891","869, 193, 135, 173",1937,""
13557905,,,,,,,,,"","",,,,84826,"","",,132660,"0.843390","329, 230, 134, 174",135576,""
13557906,,,,,,,,,"","",,,,84826,"","",,132660,"0.862154","904, 217, 124, 161",1937,""
13557907,,,,,,,,,"","",,,,84826,"","",,132670,"0.896050","940, 200, 127, 164",1937,""
13557908,,,,,,,,,"","",,,,84826,"","",,132670,"0.860718","354, 204, 134, 173",135576,""
13557909,,,,,,,,,"","",,,,84826,"","",,132680,"0.877521","283, 209, 134, 167",135576,""
13557910,,,,,,,,,"","",,,,84826,"","",,132680,"0.906325","889, 224, 132, 174",1937,""
13557911,,,,,,,,,"","",,,,84826,"","",,132690,"0.855969","315, 216, 133, 172",135576,""
13557912,,,,,,,,,"","",,,,84826,"","",,132690,"0.901826","878, 213, 135, 172",1937,""
